34.366,45.348,527.75,0.781,41.746,1194.1,243.6,1179.4,688.08,245.07,826.79,982.24,879.99,1071.8,975.05,961.56,483.77,830.94,1075.3,519.1,89.293,860.5,573.19,3.639,385.86,0.967,121.74,712.08,1046.6,201.85,268.59,1071.6,0,260.57,117.08,0,184.06,894.61,670.51,4.512,1027.1,1050.8,210.8,993.22,783.38,875.31,992.62,992.43,42.407,594.56,802.9,16.387,27.557,152.09,162.78,250.72,0,0,223.51,951.71,985.56,872.96,748.55,991.55,991.74,931.65,537.72,885.85,1084.9,718.91,85.683,1088.6,993.05,1039.5,10.071,0,3.23,240.35,826.7,648.85,924.34,494.12,391.25,906.95,1.182,381.03,1111.4,1110.6,1028.8,282.51,792.89,275.34,907.18,189.73,172.67,0,965.1,645.35,249.16,965.77,662.56,0,185.29,500.43,839.04,785.57,825.76,0.245,2.946,0.27,215.52,396.43,0,23.873,484.09,675.91,0,187.46,301.04,676.3,144.38,0.281,0.365,254.59,268.56,611.54,105.79,0,719.43,20.615,27.566,720.63,648.05,24.355,674.56,57.552,218.43,0,16.335,0,0,159.47,0,24.977,473.88,303.34,163.43,64.617,59.42,624.93,10.558,117.89,435,47.051,150.27,0,477.67,732.34,527.56,633.86,573.17,560.19,25.319,0,0,192.2,135.47,111.33,0,90.18,0,101.97,0,0,0,270.8,0,89.454,0,755.15,750.02,753.64,3.163,606.73,614.5,751.02,744.28,754.94,4.415,260.15,451.98,248.24,34.62,224.01,7.819,436.39,2.388,0,0,0,26.054,45.829,124.88,185.12,0,0,66.37,12.743,550.07,553.39,23.436,479.95,3.193,287.74,359.89,592.92,467.74,515.38,472.48,15.468,0,0,716.71,741.88,42.631,165.52,0,360.74,321.36,0,0,247.65,589.43,0,366.58,755.15,369.89,76.08,0,170.39,507.38,666.93,4.311,227.37,569.41,752.03,711.16,97.813,353.76,0,32.22,24.195,51.882,505.89,690.63,704.69,680.9,29.271,657.91,25.374,148.8,0,361.34,636.29,0,384.3,264.1,5.921,149.87,1.376,622.28,378.1,14.159,313.48,0,62.328,257.77,654.51,576.53,548.22,139.23,190.73,190.13,495.74,571,574.94,535.06,454.67,47.71,530.02,47.684,86.732,563.32,0,576.53,575.28,556.17,576.53,480.39,574.89,1.302,427.21,395.79,363.56,376.16,495.19,572.26,576.25,486.22,387.51,568.44,519.02,142.5,519.61,519.61,519.61,519.61,519.61,519.25,519.61,468.65,506.15,506.5,411.02,519.61,519.61,519.61,509.39,472.08,0,0,5.373,493.91,501.77,519.61,519.58,1508.5,1330.4,1427.9,774,1275.2,301.2,14.529,0,66.091,8.721,0,113.92,791.19,790.69,1494.3,1144.3,1501,1512.3,272.38,1499.2,154.36,802.95,74.023,1505.8,1043.9,521.5,198.66,951.9,1466.5,110.15
41.645,70.901,515.6,2.357,37.325,1192.4,240.85,1189.7,705.17,318.63,862.5,976.37,1001.3,1071.8,964.56,982.48,494.4,849.96,1075.3,515.93,110.95,842.38,579.23,1.902,409.48,0.964,107.67,764.13,1057.4,195.23,310.51,1064.9,0,276.56,117.29,0,198.8,891.42,680.98,5.067,1025.3,1053.2,225.6,993.02,787.54,898.57,988.25,988.57,34.998,577.41,766.85,16.641,29.446,152.07,170.56,293.31,0,0,201.7,955.34,988.34,882.46,729.69,993.23,991.74,941.98,552.25,842.51,1098.1,732.03,84.991,1081.1,991.01,1046,3.107,0,2.378,246.81,862.39,635.92,882.18,550.26,402.48,897.81,3.283,388.5,1099.1,1098.1,1027,294.4,869.21,286.39,878.3,211.62,174.04,0,970.26,584.96,188.17,963.45,654.43,0,198.18,501.9,841.57,796.68,827.79,0,2.068,0.289,202.91,400.31,0,26.634,499.43,682.41,0,209.64,229.07,698.93,126.53,0.327,0.383,307.24,291.12,596.37,207,0,712.07,18.052,8.024,736.71,633.96,1.002,676.42,69.974,200.49,0,19.641,0,0,0,0,27.971,497.11,285.87,151.32,61.598,72.066,613.79,11.809,154.7,424.9,36.457,146.08,0,509.62,728.83,535.79,643.83,540.49,585.24,19.161,0,0,192.71,138,98.33,0,68.684,0,143.46,0,0,0,345.02,0,73.518,0,751.96,752.34,751.91,4.648,599.39,618.37,750.68,745.48,752.81,4.775,239.4,495.36,245.69,33.926,297.11,6.836,438.37,2.276,0,0,0,21.426,44.398,54.094,184.89,2.45,0,73.322,7.98,564.64,327.04,6.817,473.44,3.136,303.28,384.71,626.64,496.28,536.56,488.46,18.316,0,0,712.16,746.31,32.286,154.66,0,383,340.79,0,0,274.51,637.09,0,329.18,755.15,377.9,69.814,0,174.79,533.04,693.96,4.816,245.34,528.65,754.32,704.67,116.66,336.42,0,36.321,31.979,54.936,515.14,692.03,703.04,678.15,33.211,660.87,39.27,160.77,0,488.6,590.87,0,388.35,287.4,3.506,149.33,2.034,629.97,387.05,7.085,323.91,0,65.216,291.93,674.44,576.53,550.81,137.23,188.26,180.51,512.16,570.94,574.85,549.47,446.21,22.201,527.72,37.081,69.751,563.85,0,576.53,575.81,566.75,576.53,462.29,575.26,1.496,430.62,408.14,364.05,380.06,495.38,571.33,573.37,484.78,391.67,563.59,519.15,160.12,519.61,519.61,519.61,519.61,519.61,519.61,519.61,467.29,504.71,501.07,323.93,519.61,519.61,518.83,511.55,471.73,0,0.531,2.258,502.04,501.04,519.19,519.5,1509.3,1322.6,1431.5,810.38,1370.1,291.96,14.923,0,54.049,11.5,0,120.79,758.42,833.73,1501.8,1166.1,1279.1,1512.6,275.62,1502,143.62,782.01,66.343,1510.1,1018.2,536.71,216.32,946.13,1460.3,105.01
33.815,88.123,515.92,0.848,32.66,1195.1,259.54,1185.8,735.19,292.04,892.95,951.67,1014.3,1070.7,958.18,991.1,505.28,851.93,1074.2,483.46,128.89,831.89,569.53,1.462,427.98,0.887,95.704,790.02,1061,191.82,361.1,1066.4,0,288.88,114.42,0,220.24,884.4,691.9,4.798,1023.8,1045.3,240.77,993.51,793,902.08,990.17,991.71,33.755,563.59,757.79,15.718,32.21,154.41,180.23,313.55,0,0,219.34,971.66,987.09,905.49,719.39,992.04,992.46,948.77,587.75,635.35,1110.1,794.1,90.107,1087.7,991.84,1042.9,0.463,0,0.478,247.75,903.94,613.62,831.19,620.84,423,924.01,4.904,381.9,1093,1077.7,1026.6,320.3,906.27,314.83,873.42,219.32,177.62,0,962.91,575.33,350.32,968.22,691.41,0,213.53,501.83,843.94,800.19,839.79,0,1.639,0.319,186.45,398.37,0,34.73,503.09,694.99,0,228.92,204.07,727.25,108.64,0.381,1.376,370.1,322.85,581.27,281.87,0,721.08,13.948,17.568,750.07,639.46,0,674.19,85.75,176,0,15.083,0,0,0,0,32.604,507.13,294.77,132.45,61.075,91.675,608.96,15.046,176.84,419.47,106.64,139.38,0,546.42,739.7,548.97,670.64,518.65,598.86,14.381,0,0,182.09,136.63,85.58,0,51.391,0,214.71,0,0,0,400.49,0,52.679,0,750.01,751.78,755.15,5.606,595.86,618.51,752.87,746.32,750.49,10.322,203.07,533.95,248.15,32.869,396.04,4.972,441.66,0,0,0,0,16.615,48.077,44.068,186.96,21.269,0,77.052,7.116,548.64,150.2,1.041,457.77,3.177,314.1,382.35,647.92,510.07,551.55,507.21,28.585,0,0,711.12,751.49,25.919,135.23,0,404.92,361.71,0,0,296.07,670.29,0,482.36,755.15,387.26,65.672,0,180.38,569.21,693.13,4.407,261.72,464.36,753.24,699,134.86,306.35,0,38.937,41.503,61.343,529.82,696.65,703.64,672.74,34.996,666.15,58.849,168.61,0,463.8,508.92,0,377.26,303.38,3.15,144.61,2.279,634.63,392.26,0.586,403.06,0,68.313,319.49,678.06,576.53,547.68,142.51,186.82,172.57,519.57,571.11,575,553.13,440.5,8.585,524.48,29.254,50.812,561.49,0,576.53,574.78,575,576.53,440.44,573.94,2.289,447.7,423.81,369.72,381.31,495.29,568,575.07,516.87,366.82,490.14,519.61,176.31,519.61,519.61,519.61,519.61,519.61,519.61,519.61,466.3,504.79,508.6,294.39,519.61,519.61,519.61,503.65,459.31,0,0.553,0.98,502.49,505.1,519.61,518.35,1509.6,1295,1436.7,762.18,1412.4,283.92,14.439,0,34.069,11.018,0,125.85,744.49,869.06,1500.8,1179,1285.9,1513,275.19,1504.7,166.87,670.5,67.789,1504.3,996.59,537.18,244.56,945.99,1461.3,104.71
23.162,100.28,445.41,0.408,28.649,1194.6,245.74,1182.2,730.1,287.21,939.97,940.86,1046.8,1072.9,956.19,1008.9,513.98,848.56,1074.2,454.15,153.5,836.31,539.61,1.124,442.97,0.983,79.495,821.75,1071.4,191.58,415.42,1064,0,294.99,111.1,0,236.2,882.69,688.5,4.92,1023.1,1045,257.63,990.77,798.22,888.94,989.43,992.92,34.78,552.07,769.04,15.443,36.675,155.17,188.93,307.8,0,0,225.37,973.68,983.71,913.19,728.58,993.56,993.62,958.88,632.48,583.4,1108.5,881.28,101.22,1091.2,982.87,1037.7,1.579,0,0,250.75,921.38,638.93,795.24,643.17,486.68,954.69,12.751,328.44,1063.4,1072.2,1030.2,334.5,920.15,366.65,907.37,219.22,180.6,0,971.29,567.92,510.46,968.68,704.71,0,230.51,498.77,847.39,799.09,864.73,0,1.41,0.367,165.51,399.8,0,42.354,505.46,706.6,0,235.7,197.79,741.4,87.386,1.489,1.459,395.1,336.18,553.43,320.23,0,720.29,12.959,118.47,746.48,649.8,0,683.07,101.04,129.43,0,5.432,0,0,0,1.262,38.423,512.26,327.93,117.43,56.245,118.86,607.21,20.907,168.89,419.09,350.66,129.12,0,559.12,746.4,566.85,437.37,514.92,592.37,10.601,0,0,175.09,129.75,72.145,0,34.57,0,288.83,0,0,0,419.57,0,24.05,0,752.61,753.66,752,7.907,594.25,611.55,751.68,745.72,749.61,16.197,169.58,554.69,251.61,29.8,454.15,3.105,433.6,0,0,0,0,16.88,49.948,36.709,189.26,37.226,0,77.414,5.871,508.41,136.2,0.296,451.77,3.135,328.6,356.04,651.13,506.83,585.27,502.42,40.342,0,0,709.66,754.82,20.751,119.72,0,427.7,383.31,0,0,312.93,640.01,0,501.53,754.31,397.29,62.086,0,182.74,601.58,701.22,4.455,265.73,413.35,755.03,696.88,142.03,279.7,0,41.532,53.198,71.036,537.98,697.83,705.47,672.68,34.228,671.94,74.311,174.38,0,328.11,422.19,0,366.71,316.71,2.728,138.52,2.542,625.28,391.24,0,560.82,0,71.137,335.57,685.55,576.53,551.88,157.15,194.45,161.83,519.92,571.97,574.55,551.9,430.45,4.816,526.11,24.364,64.189,563.33,0,576.29,574.19,573.58,576.46,442.62,574.46,2.456,485.28,442.02,374.47,381.03,466.51,568.72,573.95,541.29,377.3,508.02,519.61,191.75,519.61,519.61,519.61,519.61,519.61,519.49,519.61,471.37,505.83,505.13,274.92,519.46,519.61,518,497.1,459,0,0,2.727,505.85,510.12,519.61,519.61,1510.5,1286.1,1438.1,720.76,1426.6,276.04,13.285,0,30.348,13.229,0,134.58,737.8,915.28,1497.5,1195.3,1287.1,1512.5,270.99,1506.1,198.34,557.6,66.108,1505.9,976.71,533.76,268.45,951.43,1463,100.45
30.825,62.628,371.45,0.413,35.746,1196.9,268.26,1188.2,777.34,311.97,983.04,973.18,1047.8,1074.3,947.59,1014.9,526.05,863.99,1074.2,433.45,179.51,826.2,519.66,0.778,460.62,1.018,53.087,875.53,1068.6,184.25,467.37,1059.2,0,305.46,103.87,0,254.69,886.73,685.54,4.812,1019,1043.9,292.1,992.59,813.12,873.51,990.9,984.65,35.854,536.25,799.97,15.994,42.669,155,191.59,285.66,0,0,230.09,980.08,986.46,928.41,753.11,992.95,993.43,960.57,639.53,615.4,988.69,663.79,271.33,700.33,867.14,894.33,0,1.575,0.919,272.67,777.52,386.16,436.97,611.56,213.28,869.93,97.131,395.24,960.39,1263.6,842.25,37.188,805.95,316.82,747.04,43.652,99.641,3.175,842.06,642.64,60.322,829.04,339.05,0,310.15,523.02,786.46,620.22,753.18,314.63,118.78,0,160.65,222.12,0,150.62,357.41,610.61,0,156.57,553.01,386.8,0.296,0.876,0.343,260.08,430.49,337.49,161.4,70.873,608.46,14.166,0,624.98,544.93,5.399,488.61,107.68,9.845,17.341,0,0,91.068,0,263.09,14.347,309.05,362.29,183.17,6.981,92.562,453.88,0,2.891,404.82,148.55,137.99,0,92.695,622.22,515.58,544.58,336.81,253.19,0,0,0,258.64,171.48,0.641,0,11.003,0,260.65,0,0,0,155.87,0,8.963,0,624.45,626.1,629.28,0,502.83,427.38,627.58,625.63,620.03,0,163.04,478.97,179.59,22.221,208.51,46.394,432.44,5.502,8.626,0,1.272,3.218,223.12,0,255.63,86.626,0,180.82,92.273,332.4,5.155,62.314,214.41,0,353.06,515.45,530,519.14,463.02,261.6,32.58,0,0,617.43,624.89,17.694,13.916,0,335.85,105.64,0,0,303.51,588.9,0,610.17,629.28,331.6,54.832,0,168.93,471.98,566.92,11.757,242.45,235.8,642.39,605.39,397.66,153.22,0,14.945,46.668,45.442,440.24,571.49,576.23,569.48,15.786,550.17,385.48,157.72,0,377.11,424.59,0,307.26,400.69,13.808,359.05,72.035,417.18,266.19,0,212,0,57.518,335.11,576.53,576.53,554.37,175.65,207.06,151.43,526.63,571.2,574.15,558.14,424.49,24.785,525.13,21.727,119.44,566.58,1.201,576.53,575.18,573.64,576.52,440.16,574.08,2.424,497.47,442.07,378.15,378.25,471.08,566.68,576.53,547.47,429.57,509.75,519.61,207.8,519.61,519.61,519.61,519.61,519.61,519.61,519.11,513.9,504.32,497.01,254.2,519.61,519.41,518.19,489.04,463.36,0,0,16.803,505.41,511.71,518.53,519.61,1511.9,1274.4,1437.1,680.85,1429.1,259.24,12.601,0,32.002,11.067,0,137.72,729.16,916.06,1506.9,1189,1289.9,1512.9,258.08,1504.3,221.02,447.02,71.921,1495.8,991.89,517.14,282.92,944.49,1452.6,99.214
50.953,15.776,312.37,0.471,57.979,1197.8,291.27,1187,821.42,336.93,1005.9,968.74,1048.5,1073.5,944.7,1020.3,550.04,900.31,1075.3,443.06,212.68,803.33,506.84,0.494,482.01,1.027,29.086,921.21,1060.2,172.92,507.85,1060.7,0,309.89,94.679,0,256.44,880.21,661.32,6.335,1028.8,1040.6,349.63,992.31,818.38,859.08,990.62,990.42,37.088,517.72,808.57,19.965,49.449,155.99,189.68,247.42,0,0,253.1,990.61,991.66,940.89,779.38,992.09,990.73,963.52,638.38,748.88,982,713.91,299.26,690.01,877.55,901.59,0,0,2.385,330.71,823.18,354.81,310.86,620.23,244.62,870.58,136.12,437.73,955.55,1229.2,842.67,44.846,815.9,350.23,747.71,41.676,102.44,8.649,837.49,629.52,73.357,813.57,297.64,0,340.58,558.39,789.5,634.44,768.09,317.7,114.58,0,150.06,219.28,0,165.44,356,616.35,0,169.84,524.34,404.67,0,1.072,0.377,289.83,455.18,358.32,210.39,84.242,612.44,18.468,0,624.24,538.18,3.223,492.35,111.73,10.437,13.911,0,0,88.049,0,265.96,7.032,327.2,360.63,182.76,4.088,134.1,449.79,0,4.853,398.12,70.842,135.17,0,149.25,628.28,523.89,477.2,302.59,309.15,0,0,0,281.44,193.14,2.36,0,14.978,0,272.69,0,0,0,117.4,0,11.676,0,623.6,626.6,623.34,2.398,494.55,459.26,627.08,621.47,620.28,4.689,149.02,495.56,183.34,19.401,205.27,35.025,435.47,3.872,0.842,0,0.407,2.732,205.58,0,269.51,103.58,0,184,111.88,354.11,4.824,64.478,224.01,0,358.99,527.77,532.91,522.64,481.46,255.44,43.084,0,0,621.22,624.88,20.925,10.42,0,348.31,99.354,0,0,320.72,594.59,0,607.4,629.28,336.64,50.333,0,163.68,485.66,570.55,13.819,229.93,156.67,642.71,609.26,411.68,152.72,0,15.531,43.748,42.321,446.27,568.8,575.04,569.14,12.689,545.9,378.78,167.53,0,433.67,378.45,0,308.77,413.77,16.04,361.75,85.983,425.95,244.56,0,239.03,0,59.67,338.72,576.53,576.53,556.71,194.32,214.69,146.48,523.27,572.41,574.74,564.19,428.36,47.205,521.79,22.32,192.28,563.77,2.15,576.41,576.53,576.53,576.37,444.4,575.04,2.428,488.99,438.34,379.74,337.45,472.36,571.07,575.75,545.49,471.64,525.54,518.79,223.4,519.61,519.61,519.61,518.76,519.61,518.85,519.06,513.65,507.14,473.36,250.27,519.61,519.61,516.85,486.69,477.68,0,0,36.188,503.2,510.15,519.61,519.61,1504.5,1279.9,1429,638.71,1434.7,236.6,8.529,0,28.826,14.263,0,141.35,727.26,921.91,1510.5,1180.7,1293.7,1511.7,225.13,1503.9,196.87,393.83,66.443,1489.1,988.98,502.71,302.81,921.07,1451.8,102.35
49.693,16.441,284.59,0.367,84.963,1197.8,317.44,1182.9,792.29,364.01,1029,986.85,1052.8,1073,942.12,1018.7,577.57,916.44,1073.4,458.05,232.18,768.95,518.68,0.327,501.51,1.062,17.042,953.57,1072.1,151.93,545.74,1050.6,0,309.5,87.853,0,275.88,880.91,646.68,7.143,1018.5,1035.1,409.57,992.77,831.31,835.7,991,992.47,33.501,483.44,827.02,15.232,49.784,160.69,186.12,288.26,0,0,286.37,992.8,989.46,945.32,794,992.31,991.76,952.43,689.08,897.45,990.01,762.94,321.41,707.56,898.12,899.47,0,0,2.991,299.11,834.27,284,197.12,663.38,285.04,840.85,177.34,492.16,970.2,1176.3,842.14,32.921,805.18,381.15,761.72,41.125,104.29,9.976,844.8,630.16,105.58,826.08,243.52,0,372.23,584.56,791.09,637.69,780.37,316.09,108.62,0,143.76,213.14,0,184.19,357.64,621.15,0,185.9,433.96,416.48,0,1.687,1.082,317.99,471.77,319.22,282.52,96.613,614.14,24.934,0,628.08,507.75,2.003,510.13,118.08,10.586,14.22,0,0,87.935,0,268.89,6.605,335.48,326.86,178.93,4.819,203.06,429.54,0,9.824,417.59,29.466,133.6,0,209.62,620.3,539.11,383.05,281.22,363.5,0,0,0,290.57,200.67,4.33,0,39.192,0,277.84,0,0,0,79.557,0,16.421,0,623.27,624.76,624.16,2.701,493.72,493.21,623.46,626.64,625.08,71.381,125.01,506.4,190.81,17.792,260.88,28.853,417.96,2.803,0,0,0.406,1.908,189.06,0,286.15,112.36,0,178.64,127.31,395.89,56.251,92.676,229.28,0,362.87,540.19,541.58,539.17,494.49,267.36,52.238,0,0,623.43,626.6,28.171,8.189,0,360.44,92.266,0,0,331.01,593.18,0,613,629.28,342.43,44.305,0,162.76,496.72,572.89,14.132,153.11,126.06,638.81,610.59,410.64,153.99,0,18.211,37.89,41.724,457.71,569.52,575.36,566.61,8.287,553.14,380.34,163.35,0,453.56,214.5,0,296.66,422.76,18.928,363.81,80.767,441.6,236.82,0,288.63,0,62.306,385.28,576.53,576.53,559.12,216.5,215.68,152.27,518.66,572.41,574.49,567.85,432.54,90.354,516.07,23.913,285,561.77,1.269,576.53,574.7,575.89,575.25,452.98,573.41,2.729,440.36,444.5,422.81,295.77,450.91,575.21,574.9,546.65,474.74,506.95,519.05,235.95,519.61,519.61,519.61,519.61,519.5,519.49,518.46,515.89,508.7,468.67,272.83,519.61,519.61,516.04,480.72,476.55,0,0,52.409,507.12,508.53,519.61,519.61,1506,1280.5,1418.8,601.75,1441.3,216.71,7.559,0,17.784,15.373,0,148.27,700.95,934.48,1511,1132.8,1279.3,1512.4,198.72,1502.6,139.31,384.47,60.73,1478.1,1004.6,477.96,322.93,889.06,1446.1,105.36
30.786,22.26,297.15,0.529,106.91,1345.4,343.4,1326.5,1054.4,497.24,1190.1,1134.5,1194,1220.6,1074.1,1171.2,679.86,1063.3,1223.4,572.84,309.78,847.56,636.03,0,594.92,1.844,30.599,1143.8,1214.1,148.75,649.4,1197.6,0,348.2,85.239,0,309.31,984.98,762.19,7.557,1165.8,1179.4,551.11,1140,951.05,925.04,1135.9,1138.5,18.771,480.46,937.85,13.268,48.05,196.24,202.65,340.42,0,0,346.44,1136.7,1133,1107.1,926.15,1138.3,1141.4,1114.8,870.21,1074.7,1136,944.48,405.88,818.25,1034.5,1031.7,0,0.36,3.665,302.92,973.31,208.7,222.79,806.47,361.49,975.67,256.87,618.16,1119,785.68,991.11,31.038,938.43,438.78,902.01,36.374,111.82,13.682,983.92,732.95,228.09,949.54,209.96,0,464.21,729.56,933.43,763.09,929.69,405.12,96.611,0,163.9,248.43,0,230.57,438.06,738.3,0,229.64,504.91,497.24,0,0.861,1.406,439.87,585.94,391.75,461.34,143.12,758.3,28.317,0,777.06,619.72,0,636.25,149.44,10.08,13.937,0,0,102.25,79.558,355.5,9.581,466.07,343.39,213.87,6.811,284.3,541.32,0,27.55,547.47,16.54,159.54,0,319.84,763.69,671.18,656.62,348.8,515.55,0,0,0,381.51,225.85,13.278,0,83.484,0,354.84,0,0,0,56.255,0,26.704,0,761.74,770.31,770.86,2.709,618.47,613.38,774.11,771.58,768.45,177.38,111.15,622.61,243.8,19.732,365.52,27.59,486.33,2.415,0,0,0,0.072,214.96,0,382.3,139.55,0,213.84,168.98,575.05,181.9,165.69,290.13,0,453.21,685.8,701.17,678.89,629.68,374.46,68.81,0,0,771.55,774.8,34.481,7.07,0,430.31,100.12,0,0,423.5,750.45,0,757.45,777.33,424.86,43.232,0,205.9,645.19,715.95,12.687,125.18,202.8,791.79,759.88,523.13,192.55,0,22.106,32.672,46.398,585.43,722.3,728.08,716.68,3.596,704.64,478.63,186.38,0,523.98,43.399,1.202,348.56,550.46,21.223,462.55,85.965,585.05,300.57,0,433.52,0,79.236,560.88,728.79,728.79,710.59,303.18,292.85,208.19,656.39,716.13,725.97,722.27,560.51,157.65,655.99,25.884,468.6,710.64,0,728.13,728.79,726.35,715,549.7,726.98,3.963,523.45,559.52,567.19,316.99,616.55,724.11,728.16,703.24,598.41,676.49,671.23,318.03,671.87,671.87,671.87,671.87,671.83,671.13,670.42,604.05,660.41,604.89,406.75,671.87,670.78,667.43,623.73,617.68,0,0,97.382,655.93,659.22,671.87,671.87,1511,1270.4,1416.5,563.54,1442.2,204.2,6.424,0,17.017,15.943,0,154.94,697.82,894.23,1510.7,1090.6,1282.4,1514,167.52,1499.6,85.991,300.3,40.128,1477.8,1005.1,456.32,338.18,866.45,1435.6,101.58
24.262,55.498,265.86,1.985,86.624,1345.9,340.69,1338.7,1087.9,494.32,1197.1,1135.4,1197.8,1220.3,1084.2,1171.7,676.64,1072,1223.4,591.61,317.95,823.07,627.02,0,573.11,1.999,61.504,1172.5,1221,148.1,697.47,1203.2,0,346.03,84.367,0,322.4,983.74,740.75,7.468,1162.9,1180.8,597.1,1141.5,947.55,891.1,1136.7,1141.1,19.769,434.53,946.11,5.457,41.749,208.46,195.66,341.73,0,0,352.88,1141.7,1130.1,1115.1,955.18,1137.9,1135.2,1126.5,860.91,1042.5,1130.7,931.61,437.4,839.94,1033.8,1051.7,0,0,10.728,278.31,1004.4,166.61,313.81,817.18,261.54,976.52,302.55,486.49,1112.1,783.1,991.5,39.477,910.9,435.68,904.32,43.981,110.73,16.347,959.55,732.34,344.55,833.78,155.24,0.176,493.52,734.3,933.88,776.35,926.05,408.67,73.488,0,143.42,245.44,0,241.15,435.95,748.03,0,233.36,466.31,528.59,0,2.431,1.456,480.69,571.86,375.64,435.38,168.7,768.05,34.791,11.987,776.52,622.66,0,643.32,146.7,10.291,1.626,0,0,68.455,115.7,354.79,25.233,530.24,326.87,204.56,6.458,264.23,531.54,0,54.563,563.27,45.034,149.16,0,388.02,775.8,670.77,724.51,335.04,580.84,0,0,0,391.87,200.72,18.178,0,119.17,0,376.97,0,0,0,34.647,0,51.265,0,770.04,770.4,774.14,4.62,621.8,600.45,775.16,770.69,770.12,0,81.399,577.22,251.58,20.864,388.2,20.91,458.07,0,0,0,0,0,190.41,0,395.53,135.96,0,218.4,176.23,590.37,182.07,217.52,294.24,0,467.49,687.04,711.48,675.83,609.72,414.93,69.446,0,0,771.5,776.17,29.258,6.764,0,419.46,99.876,0,0,451.85,756.74,0,756.28,777.33,419.81,37.155,0,215.22,650.59,709.59,13.222,124.95,361.98,791.06,753.94,518.13,182.53,0,26.582,25.694,50.267,591.93,723.65,727.05,711.19,1.961,704.11,457.77,158.52,0,471.06,18.84,1.469,320.66,565.73,22.388,452.58,86.459,599.76,280.93,0,522.91,0,93.043,519.28,728.79,728.79,707.3,323.48,334.01,215.66,668.83,710.53,726.24,718.15,561.26,227.16,668.28,23.279,505.72,704.55,0,728.79,728.79,728.74,715.71,559.53,725.78,5.321,532,536.55,459.33,320.17,620.07,726.31,726.15,709.55,639.3,665.83,671.61,337.59,671.79,671.87,671.87,671.87,671.87,671.87,671.87,597.06,650.33,620.23,483.29,671.87,671.87,663.06,618.89,610.8,0,0,107.88,642.45,658.71,671.5,669.4,1507.8,1267.8,1414.4,521.76,1434.3,190.15,6.119,0,17.826,15.572,0,161.11,671.92,884.9,1510.1,1078,1279.5,1513.4,161.65,1500.6,40.426,300.01,13.423,1464.1,1032.8,441.54,350.63,845.52,1434.3,101.51
24.163,67.684,317.93,2.732,79.932,1344.7,371.4,1329.1,1117.8,527.01,1200.1,1130.3,1198.2,1221,1078.3,1163,686.87,1078.4,1222.3,599.88,339.86,816.51,605.48,0,595.21,2.249,98.669,1175.3,1221.6,148.08,729.92,1206.3,0,347.71,84.821,0,337.67,980.51,709.27,6.838,1162.6,1175.8,597.74,1136.5,945.71,842.29,1138.4,1134.1,23.642,394.02,946.91,4.848,43.687,222.87,181.01,348.45,0,0,340.75,1138.3,1133.4,1119.5,980.77,1137.7,1140.7,1134.5,804.51,1028.7,1136.1,899.42,463.53,817.34,1042.4,1052,0,0,16.855,285.14,1032.9,165.93,422.89,833.1,265.18,874.88,360.24,314.97,1117.9,791.71,988.08,46.481,905.24,486.39,899.5,59.339,107.52,20.864,970,819.81,300.64,871.48,123.37,0.285,521.32,739.54,917.59,795.95,941.7,413.56,55.252,0.25,109.16,238.18,0,219.39,432.9,754.34,0,236.43,459.96,579.88,0,3.952,1.468,538.32,523.94,355.46,313.76,189.63,767.41,40.2,55.801,771.28,630.97,0,641.21,143.09,7.707,1.558,0,0,23.949,121.29,323.34,65.174,570.36,351.86,195.61,5.169,262.63,520.22,0.073,74.243,594.98,68.627,130.73,0,481.19,767.49,682.08,719.99,330.85,645.44,0,0,0,390.32,184.53,21.28,0,122.87,0,382.73,0,0,0.428,26.863,0,76.749,0,760.07,769.42,776.47,5.652,616.48,632.56,775.85,773.36,769.79,0,63.168,503.82,263.38,23.804,435.77,14.707,444,0,0,0,0,0,173.2,1.197,412.07,131.57,0,230.49,178.63,588.3,311.74,246.98,300.18,2.306,485.76,698.94,729.6,669.54,613.39,434.18,66.928,0,0,771.44,775.77,21.52,5.084,0,404.55,100.24,0,0,488.21,762.04,0,755.47,776.56,414.71,34.53,0,223.36,659.52,702.26,16.53,153.11,577.43,787.17,754.67,515.43,165.55,0,32.185,19.497,55.606,608.77,727.22,728.79,711.64,1.01,705.54,441.8,130.03,0,510.73,18.195,2.099,294.56,583.65,24.012,441.6,81.669,604.85,247.94,0,623.84,0,113.44,523.03,728.79,728.79,709.18,330.57,335.65,185.91,666.27,703.32,726.1,716.69,545.45,292.59,668.18,17.867,551.01,709.05,0,728.79,728.79,727.49,712.63,571.18,725.97,5.712,560.05,526.55,331.96,422.78,586.7,726.84,721.6,713.97,669.3,556.21,671.87,365.56,671.87,671.87,671.87,670.67,671.42,671.87,670.69,596.75,650.45,632.76,556.14,671.87,671.87,665.56,629.07,602.36,0,0,63.777,648.07,658.93,670.02,670.47,1505.4,1260.3,1401.9,502.09,1430.6,178.44,5.815,0,22.663,14.072,0,168.18,647.57,880.88,1511.2,1088.5,1196.1,1511.6,140.47,1501,13.726,321.6,3.746,1466.1,1059.9,438.12,365.89,851.67,1433,106.79
